Other|-|-
Sierra Leone|Tonkolili|Makumbolol
Sierra Leone|Tonkolili|Makump
Sierra Leone|Tonkolili|Makuseri
Sierra Leone|Tonkolili|Makwali
Sierra Leone|Tonkolili|Malako
Sierra Leone|Tonkolili|Malal
Sierra Leone|Tonkolili|Malanchor
Sierra Leone|Tonkolili|Malempeh
Sierra Leone|Tonkolili|Malie
Sierra Leone|Tonkolili|Malon
Sierra Leone|Tonkolili|Malumpa
Sierra Leone|Tonkolili|Malumpo
Sierra Leone|Tonkolili|Mamaka
Sierra Leone|Tonkolili|Mamanki
Sierra Leone|Tonkolili|Mamankuro
Sierra Leone|Tonkolili|Mamano
Sierra Leone|Tonkolili|Mamansu
Sierra Leone|Tonkolili|Mamar
Sierra Leone|Tonkolili|Mamara
Sierra Leone|Tonkolili|Mamaya
Sierra Leone|Tonkolili|Mamela
Sierra Leone|Tonkolili|Mamentia
Sierra Leone|Tonkolili|Mamomoh
Sierra Leone|Tonkolili|Mamunta
Sierra Leone|Tonkolili|Mamunta Kasete
Sierra Leone|Tonkolili|Mamuri
Sierra Leone|Tonkolili|Mamuria
Sierra Leone|Tonkolili|Mamusa
Sierra Leone|Tonkolili|Manane
Sierra Leone|Tonkolili|Mananki
Sierra Leone|Tonkolili|Manasi
Sierra Leone|Tonkolili|Manewa
Sierra Leone|Tonkolili|Manfi
Sierra Leone|Tonkolili|Mangara
Sierra Leone|Tonkolili|Mangi
Sierra Leone|Tonkolili|Mangobu
Sierra Leone|Tonkolili|Manki
Sierra Leone|Tonkolili|Mankibana
Sierra Leone|Tonkolili|Mankomba
Sierra Leone|Tonkolili|Mankore
Sierra Leone|Tonkolili|Manowuro
Sierra Leone|Tonkolili|Mapamant
Sierra Leone|Tonkolili|Mapankili
Sierra Leone|Tonkolili|Mapeki
Sierra Leone|Tonkolili|Mapoli
Sierra Leone|Tonkolili|Maposo
Sierra Leone|Tonkolili|Mara
Sierra Leone|Tonkolili|Maraka
Sierra Leone|Tonkolili|Marako
Sierra Leone|Tonkolili|Marepe
Sierra Leone|Tonkolili|Maria
Sierra Leone|Tonkolili|Marimbi
Sierra Leone|Tonkolili|Maruba
Sierra Leone|Tonkolili|Marunia
Sierra Leone|Tonkolili|Marusia
Sierra Leone|Tonkolili|Masaba
Sierra Leone|Tonkolili|Masabi
Sierra Leone|Tonkolili|Masagbe
Sierra Leone|Tonkolili|Masagbul
Sierra Leone|Tonkolili|Masaka
Sierra Leone|Tonkolili|Masakon
Sierra Leone|Tonkolili|Masakoray
Sierra Leone|Tonkolili|Masang
Sierra Leone|Tonkolili|Masanki
Sierra Leone|Tonkolili|Masankoro
Sierra Leone|Tonkolili|Masarie
Sierra Leone|Tonkolili|Masati
Sierra Leone|Tonkolili|Masebeh
Sierra Leone|Tonkolili|Maseka
Sierra Leone|Tonkolili|Masekere
Sierra Leone|Tonkolili|Maseki
Sierra Leone|Tonkolili|Maseku
Sierra Leone|Tonkolili|Masena
Sierra Leone|Tonkolili|Masengbe
Sierra Leone|Tonkolili|Masepena
Sierra Leone|Tonkolili|Masepina
Sierra Leone|Tonkolili|Masere
Sierra Leone|Tonkolili|Maseri
Sierra Leone|Tonkolili|Masesebe
Sierra Leone|Tonkolili|Masete
Sierra Leone|Tonkolili|Masetle
Sierra Leone|Tonkolili|Maside
Sierra Leone|Tonkolili|Masimo
Sierra Leone|Tonkolili|Masimo-Kani
Sierra Leone|Tonkolili|Masimora
Sierra Leone|Tonkolili|Masina
Sierra Leone|Tonkolili|Masindugu
Sierra Leone|Tonkolili|Masingbi
Sierra Leone|Tonkolili|Masinkotaw
Sierra Leone|Tonkolili|Masint
Sierra Leone|Tonkolili|Masipr
Sierra Leone|Tonkolili|Masira
Sierra Leone|Tonkolili|Masoko
Sierra Leone|Tonkolili|Masokori
Sierra Leone|Tonkolili|Masosingbi
Sierra Leone|Tonkolili|Masoya
Sierra Leone|Tonkolili|Masuba
Sierra Leone|Tonkolili|Masugbe
Sierra Leone|Tonkolili|Masulinki
Sierra Leone|Tonkolili|Masumana
Sierra Leone|Tonkolili|Masumanakole
Sierra Leone|Tonkolili|Masumbiri
Sierra Leone|Tonkolili|Masuri
Sierra Leone|Tonkolili|Masurite
Sierra Leone|Tonkolili|Mata
Sierra Leone|Tonkolili|Matal
Sierra Leone|Tonkolili|Matam
Sierra Leone|Tonkolili|Matamba
Sierra Leone|Tonkolili|Matambakonte
Sierra Leone|Tonkolili|Matamp
Sierra Leone|Tonkolili|Matanko
Sierra Leone|Tonkolili|Matapi
Sierra Leone|Tonkolili|Mate
Sierra Leone|Tonkolili|Matenemoi
Sierra Leone|Tonkolili|Matenki
Sierra Leone|Tonkolili|Mateti
Sierra Leone|Tonkolili|Mathabay
Sierra Leone|Tonkolili|Matibo
Sierra Leone|Tonkolili|Matinke
Sierra Leone|Tonkolili|Matoir
Sierra Leone|Tonkolili|Matoli
Sierra Leone|Tonkolili|Matope
Sierra Leone|Tonkolili|Matopi
Sierra Leone|Tonkolili|Matotaka
Sierra Leone|Tonkolili|Matufuri
Sierra Leone|Tonkolili|Matuk
Sierra Leone|Tonkolili|Matumbu
Sierra Leone|Tonkolili|Matumkara
Sierra Leone|Tonkolili|Matunkara
Sierra Leone|Tonkolili|Matunkaraboi
Sierra Leone|Tonkolili|Matura
Sierra Leone|Tonkolili|Mawduku
Sierra Leone|Tonkolili|Mawor
Sierra Leone|Tonkolili|Maworoko
Sierra Leone|Tonkolili|Mawoso
Sierra Leone|Tonkolili|Mawruku
Sierra Leone|Tonkolili|Mawuluman
Sierra Leone|Tonkolili|Mayagba
Sierra Leone|Tonkolili|Mayamba
Sierra Leone|Tonkolili|Mayambafona
Sierra Leone|Tonkolili|Mayaso
Sierra Leone|Tonkolili|Mayata
Sierra Leone|Tonkolili|Mayawso
Sierra Leone|Tonkolili|Mayemi
Sierra Leone|Tonkolili|Mayeriba
Sierra Leone|Tonkolili|Mayesl
Sierra Leone|Tonkolili|Mayimbo
Sierra Leone|Tonkolili|Mayinda
Sierra Leone|Tonkolili|Mayinka
Sierra Leone|Tonkolili|Mayira
Sierra Leone|Tonkolili|Mayirima
Sierra Leone|Tonkolili|Mayogbo
Sierra Leone|Tonkolili|Mayola
Sierra Leone|Tonkolili|Mayoma
Sierra Leone|Tonkolili|Mayongoba
Sierra Leone|Tonkolili|Mayopo
Sierra Leone|Tonkolili|Mayora
Sierra Leone|Tonkolili|Mayunto
Sierra Leone|Tonkolili|Mieta
Sierra Leone|Tonkolili|Mile 91
Sierra Leone|Tonkolili|Mindia
Sierra Leone|Tonkolili|Mokaima
Sierra Leone|Tonkolili|Mokande
Sierra Leone|Tonkolili|Mokebi
Sierra Leone|Tonkolili|Mokele
Sierra Leone|Tonkolili|Momal
Sierra Leone|Tonkolili|Monyan
Sierra Leone|Tonkolili|Morka
Sierra Leone|Tonkolili|Mulikia
Sierra Leone|Tonkolili|Musaia
Sierra Leone|Tonkolili|Nanfayi
Sierra Leone|Tonkolili|Nerekoro
Sierra Leone|Tonkolili|Ngawla
Sierra Leone|Tonkolili|Nonkoba
Sierra Leone|Tonkolili|Nonkosobia
Sierra Leone|Tonkolili|Nunkekoro
Sierra Leone|Tonkolili|Nwala
Sierra Leone|Tonkolili|Periwahun
Sierra Leone|Tonkolili|Petaw
Sierra Leone|Tonkolili|Pete
Sierra Leone|Tonkolili|Petifu
Sierra Leone|Tonkolili|Petifu-Bomothollie
Sierra Leone|Tonkolili|Petifu-Cheh
Sierra Leone|Tonkolili|Petifu-Makasira
Sierra Leone|Tonkolili|Piti
Sierra Leone|Tonkolili|Polo
Sierra Leone|Tonkolili|Pulun
Sierra Leone|Tonkolili|Ro-Barrie
Sierra Leone|Tonkolili|Roban
Sierra Leone|Tonkolili|Robek
Sierra Leone|Tonkolili|Robis
Sierra Leone|Tonkolili|Robisbana
Sierra Leone|Tonkolili|Roboaf
Sierra Leone|Tonkolili|Robol
Sierra Leone|Tonkolili|Robun
Sierra Leone|Tonkolili|Rochen
Sierra Leone|Tonkolili|Rofunk
Sierra Leone|Tonkolili|Rogbane
Sierra Leone|Tonkolili|Rogbese
Sierra Leone|Tonkolili|Rokamp
Sierra Leone|Tonkolili|Rokon
Sierra Leone|Tonkolili|Rokonto
Sierra Leone|Tonkolili|Rokrot
Sierra Leone|Tonkolili|Rokumbi
Sierra Leone|Tonkolili|Rokupr
Sierra Leone|Tonkolili|Romanoh
Sierra Leone|Tonkolili|Ronieta
Sierra Leone|Tonkolili|Ronuri
Sierra Leone|Tonkolili|Roruks
Sierra Leone|Tonkolili|Rosar
Sierra Leone|Tonkolili|Rosinkim
Sierra Leone|Tonkolili|Rosint
Sierra Leone|Tonkolili|Roten
Sierra Leone|Tonkolili|Rowala
Sierra Leone|Tonkolili|Royanka
Sierra Leone|Tonkolili|Royema-Falima
Sierra Leone|Tonkolili|Royema-Thonkolie
Sierra Leone|Tonkolili|Rupapa
Sierra Leone|Tonkolili|Sahafaria
Sierra Leone|Tonkolili|Sakasakala
Sierra Leone|Tonkolili|Sangbamba
Sierra Leone|Tonkolili|Sangbaya
Sierra Leone|Tonkolili|Sankori
Sierra Leone|Tonkolili|Sankpamba
Sierra Leone|Tonkolili|Sar
Sierra Leone|Tonkolili|Sekuya
Sierra Leone|Tonkolili|Sengbe
Sierra Leone|Tonkolili|Sera
Sierra Leone|Tonkolili|Shimbek
Sierra Leone|Tonkolili|Simria
Sierra Leone|Tonkolili|Sokoya
Sierra Leone|Tonkolili|Sokurela
Sierra Leone|Tonkolili|Sumania
Sierra Leone|Tonkolili|Sumbuya
Sierra Leone|Tonkolili|Sundulukoro
Sierra Leone|Tonkolili|Sunkoni
Sierra Leone|Tonkolili|Tabila
Sierra Leone|Tonkolili|Taima
Sierra Leone|Tonkolili|Tanta
Sierra Leone|Tonkolili|Taua
Sierra Leone|Tonkolili|Tendokom
Sierra Leone|Tonkolili|Tongbai
Sierra Leone|Tonkolili|Tonkolele
Sierra Leone|Tonkolili|Trowaia
Sierra Leone|Tonkolili|Tuobu
Sierra Leone|Tonkolili|Waka
Sierra Leone|Tonkolili|Wankobaw
Sierra Leone|Tonkolili|Wesima
Sierra Leone|Tonkolili|Yakala
Sierra Leone|Tonkolili|Yanka
Sierra Leone|Tonkolili|Yarawaia
Sierra Leone|Tonkolili|Yase
Sierra Leone|Tonkolili|Yele
Sierra Leone|Tonkolili|Yelelol
Sierra Leone|Tonkolili|Yema
Sierra Leone|Tonkolili|Yema-Sembu
Sierra Leone|Tonkolili|Yemeri
Sierra Leone|Tonkolili|Yenkisa
Sierra Leone|Tonkolili|Yesa
Sierra Leone|Tonkolili|Yiben
Sierra Leone|Tonkolili|Yinaiya
Sierra Leone|Tonkolili|Yoni
Sierra Leone|Tonkolili|Yonibana
Sierra Leone|Western Area Rural|Adonkia Village
Sierra Leone|Western Area Rural|Angola Town
Sierra Leone|Western Area Rural|Bagbamma
Sierra Leone|Western Area Rural|Bammbatuk
Sierra Leone|Western Area Rural|Banga Ground
Sierra Leone|Western Area Rural|Bangawilli
Sierra Leone|Western Area Rural|Baponto
Sierra Leone|Western Area Rural|Batama
Sierra Leone|Western Area Rural|Batbai
Sierra Leone|Western Area Rural|Bathurst
Sierra Leone|Western Area Rural|Battam Town
Sierra Leone|Western Area Rural|Baw-o-bu
Sierra Leone|Western Area Rural|Binni
Sierra Leone|Western Area Rural|Black Johnson
Sierra Leone|Western Area Rural|Boikandu
Sierra Leone|Western Area Rural|Bokari Town
Sierra Leone|Western Area Rural|Boma
Sierra Leone|Western Area Rural|Borwaila
Sierra Leone|Western Area Rural|Brama
Sierra Leone|Western Area Rural|Bubu Town
Sierra Leone|Western Area Rural|Bureh Town
Sierra Leone|Western Area Rural|Buvehun
Sierra Leone|Western Area Rural|Bwango Town
Sierra Leone|Western Area Rural|Campbell Town
Sierra Leone|Western Area Rural|Charlotte
Sierra Leone|Western Area Rural|Cline Town
Sierra Leone|Western Area Rural|Cole Town
Sierra Leone|Western Area Rural|Congo
Sierra Leone|Western Area Rural|Depea Water
Sierra Leone|Western Area Rural|Devil Hole
Sierra Leone|Western Area Rural|Domingo Farm
Sierra Leone|Western Area Rural|Dublin
Sierra Leone|Western Area Rural|During Town
Sierra Leone|Western Area Rural|Fabaina
Sierra Leone|Western Area Rural|Fakai
Sierra Leone|Western Area Rural|Fakina
Sierra Leone|Western Area Rural|Fo-gbo
Sierra Leone|Western Area Rural|Fodi Town
Sierra Leone|Western Area Rural|Foiya
Sierra Leone|Western Area Rural|Garahun
Sierra Leone|Western Area Rural|Gendima
Sierra Leone|Western Area Rural|Gloucester
Sierra Leone|Western Area Rural|Grafton
Sierra Leone|Western Area Rural|Hake Town
Sierra Leone|Western Area Rural|Hamilton
Sierra Leone|Western Area Rural|Hastings
Sierra Leone|Western Area Rural|Irua
Sierra Leone|Western Area Rural|Jibima
Sierra Leone|Western Area Rural|Joe Town
Sierra Leone|Western Area Rural|John Obey
Sierra Leone|Western Area Rural|Johntop
Sierra Leone|Western Area Rural|Jui
Sierra Leone|Western Area Rural|Juite Town
Sierra Leone|Western Area Rural|Jummu Town
Sierra Leone|Western Area Rural|Jungalau
Sierra Leone|Western Area Rural|Kali Town
Sierra Leone|Western Area Rural|Kani
Sierra Leone|Western Area Rural|Katu Town
Sierra Leone|Western Area Rural|Kebbie Town
Sierra Leone|Western Area Rural|Kent
Sierra Leone|Western Area Rural|Kent Junction
Sierra Leone|Western Area Rural|Kerry Town
Sierra Leone|Western Area Rural|Kissi Town
Sierra Leone|Western Area Rural|Koba
Sierra Leone|Western Area Rural|Koker Town
Sierra Leone|Western Area Rural|Kola Tree
Sierra Leone|Western Area Rural|Kondibu
Sierra Leone|Western Area Rural|Konno Town
Sierra Leone|Western Area Rural|Kono Town
Sierra Leone|Western Area Rural|Konte
Sierra Leone|Western Area Rural|Kosso Town
Sierra Leone|Western Area Rural|Kottopema
Sierra Leone|Western Area Rural|Lakka
Sierra Leone|Western Area Rural|Leicester
Sierra Leone|Western Area Rural|Loko Fakai
Sierra Leone|Western Area Rural|Luseni
Sierra Leone|Western Area Rural|Ma-bala
Sierra Leone|Western Area Rural|Ma-bampo
Sierra Leone|Western Area Rural|Ma-bangba
Sierra Leone|Western Area Rural|Ma-baola
Sierra Leone|Western Area Rural|Ma-bekke
Sierra Leone|Western Area Rural|Ma-fola
Sierra Leone|Western Area Rural|Ma-gbafti
Sierra Leone|Western Area Rural|Ma-karrifon
Sierra Leone|Western Area Rural|Ma-kimba
Sierra Leone|Western Area Rural|Ma-koi Lunga
Sierra Leone|Western Area Rural|Ma-koko
Sierra Leone|Western Area Rural|Ma-komba
Sierra Leone|Western Area Rural|Ma-kombi
Sierra Leone|Western Area Rural|Ma-konkwe
Sierra Leone|Western Area Rural|Ma-konte
Sierra Leone|Western Area Rural|Ma-lumbe
Sierra Leone|Western Area Rural|Ma-mange
Sierra Leone|Western Area Rural|Ma-mari
Sierra Leone|Western Area Rural|Ma-nalo
Sierra Leone|Western Area Rural|Ma-paira
Sierra Leone|Western Area Rural|Ma-pumpuni
Sierra Leone|Western Area Rural|Ma-samana
Sierra Leone|Western Area Rural|Ma-selo
Sierra Leone|Western Area Rural|Ma-shewore
Sierra Leone|Western Area Rural|Ma-suri
Sierra Leone|Western Area Rural|Ma-swar
Sierra Leone|Western Area Rural|Ma-tindi
Sierra Leone|Western Area Rural|Mabiri
Sierra Leone|Western Area Rural|Macdonald
Sierra Leone|Western Area Rural|Macdonald Wharf
Sierra Leone|Western Area Rural|Madonke
Sierra Leone|Western Area Rural|Mafonike
Sierra Leone|Western Area Rural|Mama
Sierra Leone|Western Area Rural|Mama Town
Sierra Leone|Western Area Rural|Mano
Sierra Leone|Western Area Rural|Mary Wharf
Sierra Leone|Western Area Rural|Masantigi
Sierra Leone|Western Area Rural|Masine
Sierra Leone|Western Area Rural|Masuri
Sierra Leone|Western Area Rural|Miami
Sierra Leone|Western Area Rural|Middle Town
Sierra Leone|Western Area Rural|Mo-bokari
Sierra Leone|Western Area Rural|Mo-konkodu
Sierra Leone|Western Area Rural|Mo-morlai
Sierra Leone|Western Area Rural|Modukkor
Sierra Leone|Western Area Rural|Mokabi
Sierra Leone|Western Area Rural|Mongonbuh
Sierra Leone|Western Area Rural|Mortema
Sierra Leone|Western Area Rural|Moyah
Sierra Leone|Western Area Rural|New Fakai
Sierra Leone|Western Area Rural|Newton
Sierra Leone|Western Area Rural|Nine Miles
Sierra Leone|Western Area Rural|Number Two Village
Sierra Leone|Western Area Rural|Ogue Farm
Sierra Leone|Western Area Rural|Old Songo
Sierra Leone|Western Area Rural|Pa Lokko
Sierra Leone|Western Area Rural|Paw paw
Sierra Leone|Western Area Rural|Piri Town
Sierra Leone|Western Area Rural|Plain Town
Sierra Leone|Western Area Rural|Pulongwe
Sierra Leone|Western Area Rural|Regent
Sierra Leone|Western Area Rural|Ricketts
Sierra Leone|Western Area Rural|Ro-bunga
Sierra Leone|Western Area Rural|Ro-bungba
Sierra Leone|Western Area Rural|Ro-gberri
Sierra Leone|Western Area Rural|Ro-kundu
Sierra Leone|Western Area Rural|Rocky
Sierra Leone|Western Area Rural|Rokel
Sierra Leone|Western Area Rural|Russell Town
Sierra Leone|Western Area Rural|Salt Pan
Sierra Leone|Western Area Rural|Samahun
Sierra Leone|Western Area Rural|Samuel Town
Sierra Leone|Western Area Rural|Sattia Town
Sierra Leone|Western Area Rural|Sherbro Town
Sierra Leone|Western Area Rural|Songo
Sierra Leone|Western Area Rural|Stones Town
Sierra Leone|Western Area Rural|Sukuma Town
Sierra Leone|Western Area Rural|Sulpon
Sierra Leone|Western Area Rural|Sussex
Sierra Leone|Western Area Rural|Susu Town
Sierra Leone|Western Area Rural|Taylor Town
Sierra Leone|Western Area Rural|Timmani Town
Sierra Leone|Western Area Rural|Tissana
Sierra Leone|Western Area Rural|Tokeh
Sierra Leone|Western Area Rural|Tombo
Sierra Leone|Western Area Rural|Toppogehun
Sierra Leone|Western Area Rural|Torrugehun
Sierra Leone|Western Area Rural|Tuicotte
Sierra Leone|Western Area Rural|Waterloo
Sierra Leone|Western Area Rural|Yamba Town
Sierra Leone|Western Area Rural|Yams Farm
Sierra Leone|Western Area Rural|Yandahu
Sierra Leone|Western Area Rural|York
Sierra Leone|Western Area Urban|Allen Town
Sierra Leone|Western Area Urban|Bassa
Sierra Leone|Western Area Urban|Calaba Town
Sierra Leone|Western Area Urban|Coldbath Town
Sierra Leone|Western Area Urban|Fisher Lane
Sierra Leone|Western Area Urban|Freetown
Sierra Leone|Western Area Urban|Kola Town
Sierra Leone|Western Area Urban|Kola Tree
Sierra Leone|Western Area Urban|Lower Allen Town
Sierra Leone|Western Area Urban|Mayenkineh
Sierra Leone|Western Area Urban|Mirimboe
Sierra Leone|Western Area Urban|Old Wharf Wellington
Sierra Leone|Western Area Urban|Pamuronko
Sierra Leone|Western Area Urban|Pulunmant
Sierra Leone|Western Area Urban|Ro-poti
